,Conditions,Drug,Smiles,Disease
11521,Polyarticular Course Juvenile Idiopathic Arthritis,Givinostat,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO,immune_system_disease
11825,Non-GCB/ABC Diffuse Large B-Cell Lymphoma|With and Without MyD88 and/or CD79B Mutations,Mivavotinib,CN1C=C(C=N1)C2=NC(=C(C3=C2C(=O)NC3)F)NC4CCCCC4N,immune_system_disease
12094,Neoplasms,Daniquidone,C1C2=C(C=CC(=C2)N)N=C3N1C(=O)C4=CC=CC=C43,immune_system_disease
12280,Solid Tumors and Lymphomas,Alobresib,CC1=C(C(=NO1)C)C2=CC(=C3C(=C2)NC(=N3)C4CC4)C(C5=CC=CC=N5)(C6=CC=CC=N6)O,immune_system_disease
12303,Skin Alterations Associated With Atopic Dermatitis,Sertaconazole,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,immune_system_disease
12304,Graves´ Disease|Thyroid Associated Ophthalmopathy,Methimazole,CN1C=CNC1=S,immune_system_disease
12468,Malignancies|B-Cell Lymphoma,Aroplatin,CC(C)(C)CCCCCC(=O)[O-].CC(C)(C)CCCCCC(=O)[O-].C1CCC(C(C1)N)N.[Pt+2],immune_system_disease
12725,Relapsing Multiple Sclerosis,Fenebrutinib,CC1CN(CCN1C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO)C8COC8,immune_system_disease
12829,HIV Infections,Thymopentin,CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)N,immune_system_disease
12856,Immune Thrombocytopenia,Hetrombopag,CC1=C(C(=O)N(N1)C2=CC3=C(CCCC3)C=C2)N=NC4=CC=CC(=C4O)C5=CC=C(O5)C(=O)O,immune_system_disease
12882,"Accelerated Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Acute Lymphoblastic Leukemia|Acute Myeloid Leukemia|Chronic Lymphocytic Leukemia|Chronic Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Hematopoietic and Lymphoid Cell Neoplasm|Hodgkin Lymphoma|Lymphoblastic Lymphoma|Myelodysplastic Syndrome|Myelofibrosis|Myeloproliferative Neoplasm|Non-Hodgkin Lymphoma",Letermovir,COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O,immune_system_disease
12885,"Lymphoma, T-Cell, Cutaneous",Quisinostat,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO,immune_system_disease
12944,"Multiple Sclerosis, Relapsing-Remitting",Clemastine,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,immune_system_disease
13101,Asthma,Gallopamil,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC,immune_system_disease
13185,Asthma,Procaterol,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,immune_system_disease
13222,Allergic Reactions,Brompheniramine,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,immune_system_disease
13311,Asthma,Glycopyrronium,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,immune_system_disease
13543,Rheumatoid Arthritis,Diacerein,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,immune_system_disease
13659,Asthma,Zavegepant,CC1=CC(=CC2=C1NN=C2)CC(C(=O)N3CCN(CC3)C4CCN(CC4)C)NC(=O)N5CCC(CC5)C6=CC7=CC=CC=C7NC6=O,immune_system_disease
13686,HIV Infections,Fostemsavir,CC1=NN(C=N1)C2=NC=C(C3=C2N(C=C3C(=O)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5)COP(=O)(O)O)OC,immune_system_disease
13793,Pain|Chronic Disease,Tropisetron,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,immune_system_disease
16,Attention Deficit Hyperactivity Disorder,Centanafadine,C1C2C1(CNC2)C3=CC4=CC=CC=C4C=C3,mental_and_behavioural_disorder
19,Major Depressive Disorder|Bipolar Disorder,Cycloserine,C1C(C(=O)NO1)N,mental_and_behavioural_disorder
25,Treatment Resistant Depression,Psilocybin,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,mental_and_behavioural_disorder
58,Major Depressive Disorder,Ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,mental_and_behavioural_disorder
63,Autism Spectrum Disorders,Arbaclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,mental_and_behavioural_disorder
66,Alcohol-Related Disorders|Anxiety Disorders,Venlafaxine,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,mental_and_behavioural_disorder
78,"Depressive Disorder, Major",Seltorexant,CC1=CC(=NC(=N1)N2CC3CN(CC3C2)C(=O)C4=C(C=CC=C4F)N5N=CC=N5)C,mental_and_behavioural_disorder
80,"Depressive Disorder, Major",Zopiclone,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,mental_and_behavioural_disorder
85,Attention Deficit Hyperactivity Disorder,Dasotraline,C1CC(C2=CC=CC=C2C1C3=CC(=C(C=C3)Cl)Cl)N,mental_and_behavioural_disorder
87,Alcohol Use Disorder,Cyproheptadine,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,mental_and_behavioural_disorder
93,"Depressive Disorder, Major",Radafaxine,CC1C(OCC(N1)(C)C)(C2=CC(=CC=C2)Cl)O,mental_and_behavioural_disorder
117,Alcohol Abuse|Impulsive Behavior,Tolcapone,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],mental_and_behavioural_disorder
126,REM Sleep Behavior Disorder,Clonazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,mental_and_behavioural_disorder
142,"Depressive Disorder|Depression|Depression, Postpartum|Behavioral Symptoms|Mood Disorders|Mental Disorder|Pregnancy Complications|Postpartum Blues|PPD|Postpartum Disorder",Ganaxolone,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)(C)O)C)C,mental_and_behavioural_disorder
150,Major Depressive Disorder,Brexpiprazole,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,mental_and_behavioural_disorder
160,Schizophrenia|Major Depressive Disorder|Bipolar I Disorder,Aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,mental_and_behavioural_disorder
173,Depression,Trazodone,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,mental_and_behavioural_disorder
178,Autism,Risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,mental_and_behavioural_disorder
188,Attention Deficit Hyperactivity Disorder,Edivoxetine,COC1=C(C=C(C=C1)F)CC(C2CCOCC2)(C3CNCCO3)O,mental_and_behavioural_disorder
192,Major Depressive Disorder,Gaboxadol,C1CNCC2=C1C(=O)NO2,mental_and_behavioural_disorder
198,"Schizophrenia|Schizoaffective Disorder|Schizophreniform Disorder|Psychosis NOS|Autistic Disorder|Asperger Syndrome|Child Development Disorders, Pervasive|Bipolar I Disorder|Bipolar II Disorder|Mood Disorder NOS|Severe Major Depression With Psychotic Features|Single Episode Major Depression Without Psychotic Symptoms|Severe Mood Disorder With Psychotic Features",Lurasidone,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O,mental_and_behavioural_disorder
219,Major Depression,Cimicoxib,COC1=C(C=C(C=C1)C2=C(N=CN2C3=CC=C(C=C3)S(=O)(=O)N)Cl)F,mental_and_behavioural_disorder
226,"Depression, Bipolar",Cariprazine,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,mental_and_behavioural_disorder
238,Pathological Gambling,Haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,mental_and_behavioural_disorder
239,Pathological Gambling,Fluphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,mental_and_behavioural_disorder
251,"Depressive Disorder, Major",Rapastinel,CC(C(C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)N)N)O,mental_and_behavioural_disorder
257,Bipolar Depression,Uridine,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,mental_and_behavioural_disorder
263,Attention Deficit Hyperactivity Disorder,Solriamfetol,C1=CC=C(C=C1)CC(COC(=O)N)N,mental_and_behavioural_disorder
268,Bipolar Disorder,Felbamate,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,mental_and_behavioural_disorder
269,Sleep Initiation and Maintenance Disorders,Zolpidem,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,mental_and_behavioural_disorder
273,Attention Deficit Disorder With Hyperactivity,Tipepidine,CN1CCCC(=C(C2=CC=CS2)C3=CC=CS3)C1,mental_and_behavioural_disorder
300,"Major Depressive Disorder, Healthy Volunteer",Basimglurant,CC1=C(N=C(N1C2=CC=C(C=C2)F)C)C#CC3=CC(=NC=C3)Cl,mental_and_behavioural_disorder
303,"Depressive Disorder, Major",Quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,mental_and_behavioural_disorder
305,"Depressive Disorder, Major",Serotonin,C1=CC2=C(C=C1O)C(=CN2)CCN,mental_and_behavioural_disorder
327,Psychotic Disorders|Schizophrenia|Bipolar Disorder|Depressive Disorder,Olanzapine,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,mental_and_behavioural_disorder
352,"Depression, Postpartum|Analgesia, Obstetrical|Anesthesia, Obstetrical",Meperidine,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,mental_and_behavioural_disorder
358,Major Depressive Disorder,Levomilnacipran,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,mental_and_behavioural_disorder
374,Treatment of Depression in Adults With Parkinson's Disease (PD),Pimavanserin,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C,mental_and_behavioural_disorder
395,Major Depressive Disorder,Vilazodone,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N,mental_and_behavioural_disorder
431,Drug Abuse,Ramelteon,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,mental_and_behavioural_disorder
433,Schizophrenia|Alcohol Use Disorder,Samidorphan,C1CC1CN2CCC34CC(=O)CCC3(C2CC5=C4C(=C(C=C5)C(=O)N)O)O,mental_and_behavioural_disorder
451,Major Depressive Disorder,Pexacerfont,CCC(C)NC1=NC(=NC2=C(C(=NN21)C)C3=C(N=C(C=C3)OC)C)C,mental_and_behavioural_disorder
471,Cocaine Addiction,Vigabatrin,C=CC(CCC(=O)O)N,mental_and_behavioural_disorder
500,Cocaine-Related Disorders,Tryptophan,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,mental_and_behavioural_disorder
503,Disorder of Consciousness,Apomorphine,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,mental_and_behavioural_disorder
510,Pathological Gambling,Ecopipam,CN1CCC2=CC(=C(C=C2C3C1CCC4=CC=CC=C34)O)Cl,mental_and_behavioural_disorder
532,Alcohol Use Disorders|Bipolar Disorder,Zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,mental_and_behavioural_disorder
539,Attention Deficit Disorder With Hyperactivity,Betahistine,CNCCC1=CC=CC=N1,mental_and_behavioural_disorder
540,Behavior and Mental Disorders|Methamphetamine Disorders,Methamphetamine,CC(CC1=CC=CC=C1)NC,mental_and_behavioural_disorder
541,Behavior and Mental Disorders|Methamphetamine Disorders,Metamfetamine,CC(CC1=CC=CC=C1)NC,mental_and_behavioural_disorder
601,Bipolar Depression,Asenapine,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,mental_and_behavioural_disorder
604,"Major Depressive Disorder, Recurrent",Filorexant,CC1CCC(CN1C(=O)C2=C(C=CC(=C2)C)C3=NC=CC=N3)COC4=NC=C(C=C4)F,mental_and_behavioural_disorder
12,Light Chain (AL) Amyloidosis|Cardiac Involvement,Epigallocatechin,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,metabolic_disease
69,Type 2 Diabetes,Tesaglitazar,CCOC(CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O,metabolic_disease
74,"Hereditary Tyrosinemia, Type I",Nitisinone,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],metabolic_disease
97,Spinal Cord Injury|Bone Loss|Osteoporosis,Teriparatide,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N,metabolic_disease
112,Post Menopausal Osteoporosis,Abaloparatide,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC1=CN=CN1)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC2=CN=CN2)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CN=CN3)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C)N,metabolic_disease
124,Primary Hypercholesterolemia,Eprotirome,CC(C)C1=C(C=CC(=C1)OC2=C(C=C(C=C2Br)NC(=O)CC(=O)O)Br)O,metabolic_disease
153,"Niemann-Pick Disease, Type C",Adrabetadex,CC(COCC1C2CC(C(O1)OC3C(OC(C(C3O)OCC(C)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)COCC(C)O)CO)COCC(C)O)CO)CO)CO)O)O,metabolic_disease
205,Hyperlipidemia|HIV,Pitavastatin,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,metabolic_disease
209,Amyotrophic Lateral Sclerosis (ALS),Rasagiline,C#CCNC1CCC2=CC=CC=C12,metabolic_disease
282,Alzheimer Disease,Azeliragon,CCCCC1=NC(=CN1C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C4=CC=C(C=C4)OCCCN(CC)CC,metabolic_disease
288,"Diabetes Mellitus, Type 2",Dorzagliatin,CC(C)CC(C(=O)NC1=NN(C=C1)CC(CO)O)N2CC(=CC2=O)OC3=CC=CC=C3Cl,metabolic_disease
384,Type 2 Diabetes,Teneligliptin,CC1=NN(C(=C1)N2CCN(CC2)C3CC(NC3)C(=O)N4CCSC4)C5=CC=CC=C5,metabolic_disease
387,Dyslipidemia,Muraglitazar,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC,metabolic_disease
452,"Gaucher Disease, Type 1|Gaucher Disease, Type 3",Arimoclomol,C1CCN(CC1)CC(CON=C(C2=C[N+](=CC=C2)[O-])Cl)O,metabolic_disease
489,Dyslipidemias|High Cholesterol|Hypercholesterolemia,Obicetrapib,CCC1CC(C2=C(N1C(=O)OCC)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=NC=C(C=N4)OCCCC(=O)O,metabolic_disease
517,Osteoporosis,Apomine,CC(C)OP(=O)(C(CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C)P(=O)(OC(C)C)OC(C)C)OC(C)C,metabolic_disease
537,"Diabetes Mellitus, Type 2",Glimepiride,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,metabolic_disease
558,Type 2 Diabetes Mellitus,Alogliptin,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,metabolic_disease
588,Amyotrophic Lateral Sclerosis,Perampanel,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,metabolic_disease
589,Amyotrophic Lateral Sclerosis,Clenbuterol,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,metabolic_disease
594,Sarcopenia|Osteopenia,Anamorelin,CC(C)(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N3CCCC(C3)(CC4=CC=CC=C4)C(=O)N(C)N(C)C)N,metabolic_disease
602,Post-menopausal Osteoporosis,Ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,metabolic_disease
603,Post-menopausal Osteoporosis,Risedronate,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,metabolic_disease
628,Menopause|Postmenopausal Bone Loss|Breast Cancer,Tibolone,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,metabolic_disease
638,Type 2 Diabetes,Rivoglitazone,CN1C2=C(C=CC(=C2)OC)N=C1COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4,metabolic_disease
659,Metabolic Syndrome,Treamid,C1=CN=C(N1)CCNC(=O)CCCC(=O)NCCC2=NC=CN2,metabolic_disease
699,Type 2 Diabetes Mellitus,Tesofensine,CCOCC1C2CCC(N2C)CC1C3=CC(=C(C=C3)Cl)Cl,metabolic_disease
731,Gout,Arhalofenate,CC(=O)NCCOC(=O)C(C1=CC=C(C=C1)Cl)OC2=CC=CC(=C2)C(F)(F)F,metabolic_disease
737,"Diabetes Mellitus, Type II",Lobeglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC,metabolic_disease
772,Familial Hypercholesterolemia,Implitapide,CC1=CC(=NC2=C1C3=CC=CC=C3N2CC4=CC(=CC=C4)C(C5CCCC5)C(=O)NC(CO)C6=CC=CC=C6)C,metabolic_disease
787,Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Primary Lateral Sclerosis|Progressive Muscular Atrophy,Levetiracetam,CCC(C(=O)N)N1CCCC1=O,metabolic_disease
825,Osteoporosis,Odanacatib,CC(C)(CC(C(=O)NC1(CC1)C#N)NC(C2=CC=C(C=C2)C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F)F,metabolic_disease
827,Hypertriglyceridemia,Diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,metabolic_disease
942,Hypercholesterolemia,Lapaquistat,CC(C)(CN1C2=C(C=C(C=C2)Cl)C(OC(C1=O)CC(=O)N3CCC(CC3)CC(=O)O)C4=C(C(=CC=C4)OC)OC)CO,metabolic_disease
944,"Diabetes Mellitus, Type 2",Zanamivir,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N,metabolic_disease
960,Osteoarthritis,Relacatib,CC1CCC(C(=O)CN1S(=O)(=O)C2=CC=CC=N2)NC(=O)C(CC(C)C)NC(=O)C3=CC4=CC=CC=C4O3,metabolic_disease
987,Psoriasis|Type 2 Diabetes Mellitus,Gliclazide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,metabolic_disease
1025,Pompe Disease,Duvoglustat,C1C(C(C(C(N1)CO)O)O)O,metabolic_disease
1034,Type 2 Diabetes Mellitus,Mitiglinide,C1CCC2CN(CC2C1)C(=O)CC(CC3=CC=CC=C3)C(=O)O,metabolic_disease
1052,Osteoporosis,Bazedoxifene,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O,metabolic_disease
1096,Hyperlipidemia,Tetraethylammonium,CC[N+](CC)(CC)CC,metabolic_disease
1161,Hyperphosphatemia,Tenapanor,CN1CC(C2=C(C1)C(=CC(=C2)Cl)Cl)C3=CC(=CC=C3)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C4=CC=CC(=C4)C5CN(CC6=C5C=C(C=C6Cl)Cl)C,metabolic_disease
1283,Metabolic Acidosis,Meglumine,CNCC(C(C(C(CO)O)O)O)O,metabolic_disease
1310,"Gaucher Disease, Type 1|Type 1 Gaucher Disease|Gaucher Disease",Afegostat,C1C(C(C(CN1)O)O)CO,metabolic_disease
1492,Beta-Thalassemia,Deferitrin,CC1(CSC(=N1)C2=C(C=C(C=C2)O)O)C(=O)O,metabolic_disease
1494,Osteoporosis,Raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,metabolic_disease
1529,Lipid Disorder|Triglycerides High|Dyslipidemias,Icosapent,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,metabolic_disease
1558,Hyperlipoproteinemia,Coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,metabolic_disease
1589,Type 2 Diabetes Mellitus,Fasiglifam,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C,metabolic_disease
1606,Bone Loss,Lasofoxifene,C1CCN(C1)CCOC2=CC=C(C=C2)C3C(CCC4=C3C=CC(=C4)O)C5=CC=CC=C5,metabolic_disease
1625,Gout and Asymptomatic Hyperuricemia,Benzbromarone,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,metabolic_disease
1649,Pre-Diabetes,Clindamycin,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,metabolic_disease
1757,Prostate Cancer,Apalutamide,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,metabolic_disease
1899,Amyotrophic Lateral Sclerosis,Cimetidine,CC1=C(N=CN1)CSCCNC(=NC)NC#N,metabolic_disease
1940,Congenital Adrenal Hyperplasia,Nevanimibe,CC(C)C1=C(C(=CC=C1)C(C)C)NC(=O)NCC2(CCCC2)C3=CC=C(C=C3)N(C)C,metabolic_disease
2029,Amyotrophic Lateral Sclerosis,Ezogabine,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,metabolic_disease
2054,Malaria,Primaquine,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,metabolic_disease
2124,Amyotrophic Lateral Sclerosis,Talampanel,CC1CC2=CC3=C(C=C2C(=NN1C(=O)C)C4=CC=C(C=C4)N)OCO3,metabolic_disease
2152,"Gaucher Disease, Type 1",Ambroxol,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,metabolic_disease
2202,"Gaucher Disease, Type 1|Cerebroside Lipidosis Syndrome|Glucocerebrosidase Deficiency Disease|Glucosylceramide Beta-Glucosidase Deficiency Disease|Gaucher Disease, Non-Neuronopathic Form",Eliglustat,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,metabolic_disease
2211,Alzheimer's Disease,Tricaprylin,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,metabolic_disease
2246,Abdominal Obesity|Insulin Resistance|Hypertriglyceridemia,Acipimox,CC1=CN=C(C=[N+]1[O-])C(=O)O,metabolic_disease
2311,Homozygous Familial Hypercholesterolemia,Lomitapide,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,metabolic_disease
2324,Cancer Cachexia,Macimorelin,CC(C)(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CNC4=CC=CC=C43)NC=O)N,metabolic_disease
2398,Type 2 Diabetes Mellitus,Voglibose,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,metabolic_disease
2456,Osteoporosis,Ronacaleret,CC(C)(CC1CC2=CC=CC=C2C1)NCC(COC3=C(C(=CC(=C3)CCC(=O)O)F)F)O,metabolic_disease
2515,"Blood Glucose, Low|Hypoglycemia",Gemifloxacin,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,metabolic_disease
2532,Amyotrophic Lateral Sclerosis,Verdiperstat,CC(C)OCCN1C2=C(C(=O)NC1=S)NC=C2,metabolic_disease
2568,Body Weight|Impaired Glucose Tolerance in Obese,Cabergoline,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,metabolic_disease
2574,Dyslipidemia|HIV Infections,Policosanol,CCCO,metabolic_disease
2576,Anorexia|Weight Loss|Cachexia,Flurandrenolone,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,metabolic_disease
2726,Type II Diabetes Mellitus,Glipizide,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,metabolic_disease
