,Unnamed: 0,Conditions,Drug,Smiles,Phases,Study Status,Disease
2302,1958,Hepatitis C,Uprifosbuvir,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)Cl)O)OC3=CC=CC=C3,PHASE2,,digestive_system_disease
2299,1931,Chronic Hepatitis B,Clevudine,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,APPROVED,,digestive_system_disease
2298,1911,Colorectal Neoplasms,Vicriviroc,CC1CN(CCN1C(COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C,PHASE2,,digestive_system_disease
2293,1835,Irritable Bowel Syndrome Characterized by Constipation,Linaclotide,CC1C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)CNC(=O)C(NC2=O)C(C)O)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)O)C(=O)NC(CSSCC(C(=O)N3)N)C(=O)NC(C(=O)N5CCCC5C(=O)N1)CC(=O)N)CC6=CC=C(C=C6)O)CCC(=O)O,APPROVED,,digestive_system_disease
2286,1789,Crohn's Disease,Mirikizumab,,PHASE2,,digestive_system_disease
2285,1784,"Melanoma|Solid Tumor|CRAF Gene Amplification|RAF1 Gene Amplification|BRAF Gene Fusion|BRAF Fusion|CRAF Gene Fusion|CRAF Fusion|RAF1 Gene Fusion|RAF1 Fusion|Thyroid Cancer, Papillary|Spitzoid Melanoma|Pilocytic Astrocytoma|Pilocytic Astrocytoma, Adult|Non Small Cell Lung Cancer|Non-Small Cell Adenocarcinoma|Colorectal Cancer|Pancreatic Acinar Carcinoma|Spitzoid Malignant Melanoma|Bladder Cancer|Bladder Urothelial Carcinoma|MAP Kinase Family Gene Mutation|RAS Mutation|RAF Mutation|MEK Mutation",Pimasertib,C1=CC(=C(C=C1I)F)NC2=C(C=CN=C2)C(=O)NCC(CO)O,PHASE1|PHASE2,,digestive_system_disease
2284,1783,"Melanoma|Solid Tumor|CRAF Gene Amplification|RAF1 Gene Amplification|BRAF Gene Fusion|BRAF Fusion|CRAF Gene Fusion|CRAF Fusion|RAF1 Gene Fusion|RAF1 Fusion|Thyroid Cancer, Papillary|Spitzoid Melanoma|Pilocytic Astrocytoma|Pilocytic Astrocytoma, Adult|Non Small Cell Lung Cancer|Non-Small Cell Adenocarcinoma|Colorectal Cancer|Pancreatic Acinar Carcinoma|Spitzoid Malignant Melanoma|Bladder Cancer|Bladder Urothelial Carcinoma|MAP Kinase Family Gene Mutation|RAS Mutation|RAF Mutation|MEK Mutation",Tovorafenib,CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl,PHASE1|PHASE2,,digestive_system_disease
2283,1763,Ulcerative Colitis,Etrolizumab,,PHASE2,,digestive_system_disease
2279,1682,Type 2 Diabetes|Non-alcoholic Fatty Liver Disease,Lobeglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC,APPROVED,,digestive_system_disease
2275,1649,Gastrointestinal Stromal Tumor (GIST),Olaratumab,,PHASE2,,digestive_system_disease
2274,1637,Nonalcoholic Fatty Liver|Nonalcoholic Steatohepatitis,Elobixibat,CCCCC1(CN(C2=CC(=C(C=C2S(=O)(=O)C1)OCC(=O)NC(C3=CC=CC=C3)C(=O)NCC(=O)O)SC)C4=CC=CC=C4)CCCC,PHASE2,,digestive_system_disease
2272,1627,ERCP|Pancreatitis,Valdecoxib,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,PHASE2|PHASE3,,digestive_system_disease
2271,1616,Metastatic Colorectal Adenocarcinoma|Metastatic Pancreatic Ductal Adenocarcinoma|Stage IV Colorectal Cancer AJCC v7|Stage IV Pancreatic Cancer AJCC v6 and v7|Stage IVA Colorectal Cancer AJCC v7|Stage IVB Colorectal Cancer AJCC v7,Sotigalimab,,PHASE1,,digestive_system_disease
2267,1595,Colorectal Cancer,Selicrelumab,,PHASE1|PHASE2,,digestive_system_disease
2257,1548,Hepatitis C Virus,Dasabuvir,CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O,APPROVED,,digestive_system_disease
2254,1525,Pancreatic Adenocarcinoma,Pancrelipase,,PHASE2,,digestive_system_disease
2252,1520,Oral Mucositis Due to Chemotherapy,Miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,PHASE2,,digestive_system_disease
2251,1519,Esophageal Carcinoma|Neoadjuvant Immunotherapy,Nedaplatin,C(C(=O)O)O.N.N.[Pt],PHASE1|PHASE2,,digestive_system_disease
2246,1470,"Hepatitis C, Chronic",Taribavirin,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=N)N,PHASE2,,digestive_system_disease
2244,1448,Non-alcoholic Steatohepatitis,Mebrofenin,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,PHASE1,,digestive_system_disease
2240,1416,Hepatitis C,Samatasvir,CC(C)C(C(=O)N1CCCC1C2=NC3=C(N2)C=C(C=C3)C4=CSC5=C4SC=C5C6=CC=C(C=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C9=CC=CC=C9)NC(=O)OC)NC(=O)OC,PHASE1,,digestive_system_disease
2233,1341,Gastric Cancer,Telatinib,CNC(=O)C1=NC=CC(=C1)COC2=NN=C(C3=C2OC=C3)NC4=CC=C(C=C4)Cl,PHASE2,,digestive_system_disease
2232,1337,Cryptosporidiosis,Clofazimine,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,PHASE2,,digestive_system_disease
2222,1257,Clostridia Difficile Colitis|Clostridium; Sepsis,Bezlotoxumab,,APPROVED,,digestive_system_disease
2220,1227,ADVANCED HEPATOCELLULAR CARCINOMA (HCC),Galunisertib,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N,PHASE1,,digestive_system_disease
2212,1180,Hepatic Impairment,Aramchol,CCCCCCCCCCCCCCCCCCCC(=O)NC1CCC2(C(C1)CC(C3C2CC(C4(C3CCC4C(C)CCC(=O)O)C)O)O)C,PHASE1,,digestive_system_disease
2209,1165,Ulcerative Colitis,Visilizumab,,PHASE2,,digestive_system_disease
2205,1138,Metastatic Colorectal Cancer,Napabucasin,CC(=O)C1=CC2=C(O1)C(=O)C3=CC=CC=C3C2=O,PHASE1|PHASE2,,digestive_system_disease
2201,1114,Cystic Fibrosis,Cavosonstat,C1=CC(=C(C=C1C(=O)O)Cl)C2=NC3=C(C=C2)C=C(C=C3)O,PHASE2,,digestive_system_disease
2196,1084,Crohn Disease,Neomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,PHASE2,,digestive_system_disease
2189,1056,Chronic Hepatitis B,Selgantolimod,CCCCC(C)(CO)NC1=NC(=NC2=C1N=CC(=C2)F)N,PHASE2,,digestive_system_disease
2178,1014,Hepatitis C|Telaprevir|HIV,Fosamprenavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,PHASE1,,digestive_system_disease
2175,991,Chronic Hepatitis C,Vaniprevir,CCC1CC1(C(=O)NS(=O)(=O)C2CC2)NC(=O)C3CC4CN3C(=O)C(NC(=O)OCC(CCCCC5=C6CN(CC6=CC=C5)C(=O)O4)(C)C)C(C)(C)C,PHASE1,,digestive_system_disease
2167,958,Gastritis|Dyspepsia|Helicobacter Pylori Infection|Gastric Cancer|Peptic Ulcer,Furazolidone,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],APPROVED,,digestive_system_disease
2166,957,Gastritis|Dyspepsia|Helicobacter Pylori Infection|Gastric Cancer|Peptic Ulcer,Tetracycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,APPROVED,,digestive_system_disease
2164,953,Colorectal Cancer,Tipiracil,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl,PHASE2,,digestive_system_disease
2163,952,Colorectal Cancer,Trifluridine,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,PHASE2,,digestive_system_disease
2149,887,Ulcerative Colitis,Etrasimod,C1CCC(C1)C2=C(C=C(C=C2)COC3=CC4=C(C=C3)NC5=C4CCC5CC(=O)O)C(F)(F)F,PHASE2,,digestive_system_disease
2142,850,ColoRectal Cancer,Raltitrexed,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1,PHASE2,,digestive_system_disease
2141,841,Hepatitis C,Mericitabine,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)(C)F)OC(=O)C(C)C,PHASE2,,digestive_system_disease
2139,828,"Hepatitis C, Chronic",Sovaprevir,CC(C)(C)C(CC(=O)N1CCCCC1)C(=O)N2CC(CC2C(=O)NC3(CC3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=CC(=NC6=C5C=CC(=C6)OC)C7=CC=CC=C7,PHASE2,,digestive_system_disease
2138,824,Hepatitis C Viral Infection|Chronic Hepatitis C|Hepatitis C (HCV)|Hepatitis C Genotype 4,Faldaprevir,CC(C)C(=O)NC1=NC(=CS1)C2=NC3=C(C=CC(=C3Br)OC)C(=C2)OC4CC(N(C4)C(=O)C(C(C)(C)C)NC(=O)OC5CCCC5)C(=O)NC6(CC6C=C)C(=O)O,PHASE2,,digestive_system_disease
2137,819,"Hepatitis C Virus Infection, Response to Therapy of|Human Immunodeficiency Virus",Velpatasvir,CC1CCC(N1C(=O)C(C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)C8CC(CN8C(=O)C(C9=CC=CC=C9)NC(=O)OC)COC,APPROVED,,digestive_system_disease
2132,807,"Liver Cirrhosis, Biliary",Ursodiol,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,PHASE2,,digestive_system_disease
2131,806,Crohn's Disease,Semapimod,CC(=NN=C(N)N)C1=CC(=CC(=C1)NC(=O)CCCCCCCCC(=O)NC2=CC(=CC(=C2)C(=NN=C(N)N)C)C(=NN=C(N)N)C)C(=NN=C(N)N)C,PHASE2,,digestive_system_disease
2128,797,"Hepatitis B, Chronic",Hydronidone,CC1=CN(C(=O)C=C1)C2=CC=C(C=C2)O,PHASE2,,digestive_system_disease
2126,783,NASH - Nonalcoholic Steatohepatitis,Namodenoson,CNC(=O)C1C(C(C(O1)N2C=NC3=C(N=C(N=C32)Cl)NCC4=CC(=CC=C4)I)O)O,PHASE2,,digestive_system_disease
2121,754,"Hepatitis C, Chronic",Silibinin,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,PHASE2|PHASE3,,digestive_system_disease
2119,745,"Colitis, Ulcerative",Anrukinzumab,,PHASE2,,digestive_system_disease
2107,704,"Hepatitis B, Chronic",Thymalfasin,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C,PHASE1|PHASE2,,digestive_system_disease
2100,677,Ulcerative Colitis|Inflammatory Bowel Diseases,Psyllium,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,PHASE2,,digestive_system_disease
2094,649,Solid Tumours of Epithelial Origin|Metastatic Colorectal Cancer|Metastatic Bladder Cancer,Enadenotucirev,,PHASE1|PHASE2,,digestive_system_disease
2092,639,"Carcinoma, Hepatocellular",Onartuzumab,,PHASE1,,digestive_system_disease
2088,616,Pouchitis,Vedolizumab,,APPROVED,,digestive_system_disease
2083,606,Crohn's Disease|IBD,Brazikumab,,PHASE2|PHASE3,,digestive_system_disease
2073,545,Staphylococcus Aureus,Tefibazumab,,PHASE2,,digestive_system_disease
2065,519,Achalasia,Olinciguat,C1=CC=C(C(=C1)CN2C(=CC(=N2)C3=NC=C(C(=N3)NCC(C(=O)N)(C(F)(F)F)O)F)C4=NOC=C4)F,PHASE2,,digestive_system_disease
2058,489,Pancreas Cancer,Lurbinectedin,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=C(CCN8)C2=C(N9)C=CC(=C2)OC)OCO7)C)OC(=O)C)C(=C1OC)O,PHASE2,,digestive_system_disease
2057,477,Pancreatic Cancer|Unresectable Pancreatic Cancer|Metastatic Pancreatic Cancer|KRAS P.G12C,Sotorasib,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,PHASE1|PHASE2,,digestive_system_disease
2051,457,Pancreatic Cancer,Vatalanib,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,PHASE1|PHASE2,,digestive_system_disease
2047,443,"Hepatitis B, Chronic",Adefovir,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,APPROVED,,digestive_system_disease
2046,441,Cystic Fibrosis,Lucinactant,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)N.CC(=O)O,PHASE2,,digestive_system_disease
2039,416,Gastroesophageal Reflux Disease,Proguanil,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,PHASE1,,digestive_system_disease
2036,408,Prolonged Postoperative Ileus,Diatrizoate,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,PHASE2|PHASE3,,digestive_system_disease
2033,400,Stomach Neoplasms|Esophagogastric Junction Disorder|Neoadjuvant Therapy|Chemoradiotherapy|Immunotherapy|Gastrectomy|Adenocarcinoma|Adjuvant Therapy,Oteracil,C1(=NC(=O)NC(=O)N1)C(=O)O,PHASE2,,digestive_system_disease
2027,384,Active Peptic Ulcer Disease/GI Bleeding,Misoprostol,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,APPROVED,,digestive_system_disease
2023,370,Epithelial Ovarian Cancer|Fallopian Tube Cancer|Peritoneal Cancer,Gimatecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)C=NOC(C)(C)C)O,PHASE2,,digestive_system_disease
2021,367,Advanced Gastrointestinal Tumors,Minnelide,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2OCOP(=O)([O-])[O-])O7)COC6=O)C.[Na+].[Na+],PHASE1,,digestive_system_disease
2019,359,Metastatic Pancreatic Cancer,Rintatolimod,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O.C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O.C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,PHASE1|PHASE2,,digestive_system_disease
2013,312,Colorectal Cancer Metastatic,Tocotrienol,CC(=CCCC(=CCCC(=CCCC1(CCC2=C(O1)C=CC(=C2)O)C)C)C)C,PHASE2,,digestive_system_disease
2012,307,Cholangiocarcinoma|Tumor|Klatskin Tumor,Temoporfin,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,PHASE2,,digestive_system_disease
2008,301,Hepatitis C|Chronic Hepatitis C,Miravirsen,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)(O)OC3C4C(OC3(CO4)COP(=S)(O)OC5CC(OC5COP(=S)(O)OC6C7C(OC6(CO7)CO)N8C=CC(=NC8=O)N)N9C=CC(=NC9=O)N)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC12COC(C1OP(=S)(O)OCC13COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)(O)OCC1C(CC(O1)N1C=NC4=C(N=CN=C41)N)OP(=S)(O)OCC14COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=NC5=C(N=CN=C51)N)OP(=S)(O)OCC15COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC16COC(C1OP(=S)(O)OCC17COC(C1O)C(O7)N1C=CC(=NC1=O)N)C(O6)N1C=CC(=NC1=O)N)C(O5)N1C=CC(=NC1=O)N)C(O4)N1C=CC(=NC1=O)N)C(O3)N1C=C(C(=O)NC1=O)C)C(O2)N1C=NC2=C1N=C(NC2=O)N,PHASE1,,digestive_system_disease
2004,286,Nonalcoholic Steatohepatitis (NASH),Miricorilant,C1CC(CCC1C2=CC=CC=C2)C3=C(C(=O)NC(=O)N3)CC4=CC(=CC=C4)C(F)(F)F,PHASE1,,digestive_system_disease
2003,285,Oral Mucositis (Ulcerative) Due to Radiation,Dexpanthenol,CC(C)(CO)C(C(=O)NCCCO)O,PHASE2,,digestive_system_disease
1989,224,Primary Biliary Cholangitis|Liver Stiffness,Setanaxib,CN1C(=O)C=C2C(=C1C3=CC(=CC=C3)N(C)C)C(=O)N(N2)C4=CC=CC=C4Cl,PHASE2|PHASE3,,digestive_system_disease
1988,223,Liver Fibrosis|Hepatitis C|HIV|HIV/HCV Co-infection,Simtuzumab,,PHASE2,,digestive_system_disease
1981,207,Irritable Bowel Syndrome,Mesalazine,C1=CC(=C(C=C1N)C(=O)O)O,PHASE2,,digestive_system_disease
1980,206,Irritable Bowel Syndrome,Mesalamine,C1=CC(=C(C=C1N)C(=O)O)O,PHASE2,,digestive_system_disease
1974,193,Metastatic Colorectal Cancer|Colorectal Cancer Metastatic|Carcinoma,Modotuximab,,PHASE2,,digestive_system_disease
1973,192,Metastatic Colorectal Cancer|Colorectal Cancer Metastatic|Carcinoma,Futuximab,,PHASE2,,digestive_system_disease
1972,188,Hepatitis C,Telaprevir,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,PHASE2|PHASE3,,digestive_system_disease
1941,98,Gastric Cancer|Stomach Cancer,Floxuridine,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,PHASE2,,digestive_system_disease
1939,88,Pancreatic Adenocarcinoma|Resectable Pancreatic Carcinoma|Stage I Pancreatic Cancer|Stage IA Pancreatic Cancer|Stage IB Pancreatic Cancer|Stage II Pancreatic Cancer|Stage IIA Pancreatic Cancer|Stage IIB Pancreatic Cancer|Stage III Pancreatic Cancer,Oregovomab,,PHASE2,,digestive_system_disease
1935,78,Hepatocellular Carcinoma (HCC),Icaritin,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=C(C=C3)OC)O)C,PHASE2,,digestive_system_disease
1922,53,Inoperable or Recurrent or Metastatic Esophageal Squamous Carcinoma,Poziotinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)Cl)Cl)F)OC4CCN(CC4)C(=O)C=C,PHASE2,,digestive_system_disease
1920,51,Stomach Ulcer,Rebamipide,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl,APPROVED,,digestive_system_disease
1906,20,"Carcinoma, Hepatocellular",Meclizine,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,PHASE1,,digestive_system_disease
1903,17,Esophageal Neoplasm,Tegafur,C1CC(OC1)N2C=C(C(=O)NC2=O)F,PHASE2,,digestive_system_disease
1876,7541,"Diabetes Mellitus, Type 1",Abrocitinib,CCCS(=O)(=O)NC1CC(C1)N(C)C2=NC=NC3=C2C=CN3,PHASE2,,metabolic_disease
1872,7426,Glucose Intolerance|Overweight and Obesity|Drug Effect|Adiposity,Cyanocobalamin,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],APPROVED,,metabolic_disease
1865,7190,Type 1 Diabetes,Volagidemab,,PHASE1|PHASE2,,metabolic_disease
1863,7177,Hyperlipidemia,Tetraethylammonium,CC[N+](CC)(CC)CC,PHASE2,,metabolic_disease
1859,7136,Post-menopausal Osteoporosis,Phylloquinone,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,PHASE2|PHASE3,,metabolic_disease
1852,7049,Dyslipidemia,Muraglitazar,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC,PHASE2|PHASE3,,metabolic_disease
1835,6775,Fungal Disease,Ibrexafungerp,CC(C)C(C)C1(CCC2(C3CCC4C5(COCC4(C3=CCC2(C1C(=O)O)C)CC(C5OCC(C)(C(C)(C)C)N)N6C(=NC=N6)C7=CC=NC=C7)C)C)C,PHASE1,,metabolic_disease
1830,6608,Type 2 Diabetes Mellitus,Fasiglifam,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C,PHASE2,,metabolic_disease
1816,6089,Congenital Adrenal Hyperplasia (CAH),Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,APPROVED,,metabolic_disease
1804,5872,Primary Hypercholesterolemia,Eprotirome,CC(C)C1=C(C=CC(=C1)OC2=C(C=C(C=C2Br)NC(=O)CC(=O)O)Br)O,PHASE2,,metabolic_disease
1803,5862,"Diabetes Mellitus, Type 2",Dorzagliatin,CC(C)CC(C(=O)NC1=NN(C=C1)CC(CO)O)N2CC(=CC2=O)OC3=CC=CC=C3Cl,PHASE2,,metabolic_disease
1755,4818,"Diabetes Mellitus, Type 2|Overweight or Obesity",Beinaglutide,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CNC=N6)N,APPROVED,,metabolic_disease
1741,4614,Hypercholesterolemia,Bococizumab,,PHASE2,,metabolic_disease
1730,4400,Type 2 Diabetes Mellitus,Retagliptin,COC(=O)C1=C2CN(CCN2C(=N1)C(F)(F)F)C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,PHASE1,,metabolic_disease
1729,4380,Type 2 Diabetes Mellitus,Rebaudioside A,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)O,PHASE1,,metabolic_disease
1713,4066,Mucopolysaccharidosis VI|Maroteaux-Lamy Syndrome,Arylsulfatase B,,APPROVED,,metabolic_disease
1712,4054,Type 2 Diabetes Mellitus,Enalaprilat,CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O,APPROVED,,metabolic_disease
1711,4052,Type 2 Diabetes Mellitus,Neuropeptide Y,CCC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC3=CN=CN3)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C6CCCN6C(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C7CCCN7C(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C8CCCN8C(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C9CCCN9C(=O)C(CC1=CC=C(C=C1)O)N,APPROVED,,metabolic_disease
1701,3913,Obesity,Olestra,,PHASE2,,metabolic_disease
1700,3898,"Diabetes Mellitus, Type 1",Deoxyspergualin,C(CCCN=C(N)N)CCC(=O)NC(C(=O)NCCCCNCCCN)O,PHASE2,,metabolic_disease
1698,3891,Type 1 Diabetes Mellitus,Efalizumab,,PHASE2,,metabolic_disease
1691,3827,Abdominal Obesity|Insulin Resistance|Hypertriglyceridemia,Acipimox,CC1=CN=C(C=[N+]1[O-])C(=O)O,PHASE2,,metabolic_disease
