,Conditions,Drug,Smiles,Phases,Disease
6348,"Pain, Chronic|Urge Incontinence|Overactive Bladder Syndrome|Quality of Life",Valaciclovir,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,PHASE1,urinary_system_disease
6349,"Pain, Chronic|Urge Incontinence|Overactive Bladder Syndrome|Quality of Life",Valacyclovir,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,PHASE1,urinary_system_disease
6351,"Cancer|Pancreatic Cancer|Sarcoma|Renal Cancer|Refractory Cancer|Refractory Neoplasm|Refractory Non-Hodgkin Lymphoma|Pancreatic Adenocarcinoma|Resistant Cancer|Neoplasm Metastasis|Neoplasm of Bone|Neoplasm, Breast|Neoplasm of Lung|Neoplasms,Colorectal|Neoplasms Pancreatic|Malignant Glioma|Malignancies|Malignancies Multiple|Bone Metastases|Bone Neoplasm|Bone Cancer|Pancreas Cancer|Pancreatic Neoplasms|Breast Neoplasms|Acute T Cell Leukemia Lymphoma",Lomustine,C1CCC(CC1)NC(=O)N(CCCl)N=O,PHASE2,urinary_system_disease
6352,Glioma|Hematopoietic and Lymphoid Cell Neoplasm|Lymphoma|Metastatic Malignant Solid Neoplasm|Neuroendocrine Neoplasm|Recurrent Adult Soft Tissue Sarcoma|Recurrent Bladder Carcinoma|Recurrent Breast Carcinoma|Recurrent Chronic Lymphocytic Leukemia|Recurrent Colorectal Carcinoma|Recurrent Head and Neck Carcinoma|Recurrent Lung Carcinoma|Recurrent Malignant Solid Neoplasm|Recurrent Melanoma|Recurrent Pancreatic Carcinoma|Recurrent Primary Cutaneous T-Cell Non-Hodgkin Lymphoma|Recurrent Prostate Carcinoma|Recurrent Renal Cell Carcinoma|Recurrent Thyroid Gland Carcinoma|Refractory Chronic Lymphocytic Leukemia|Refractory Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma|Refractory Primary Cutaneous T-Cell Non-Hodgkin Lymphoma|Stage III Breast Cancer AJCC v7|Stage III Colorectal Cancer AJCC v7|Stage III Cutaneous Melanoma AJCC v7|Stage III Lung Cancer AJCC v7|Stage III Pancreatic Cancer AJCC v6 and v7|Stage III Prostate Cancer AJCC v7|Stage III Renal Cell Cancer AJCC v7|Stage III Soft Tissue Sarcoma AJCC v7|Stage IIIA Breast Cancer AJCC v7|Stage IIIA Colorectal Cancer AJCC v7|Stage IIIA Cutaneous Melanoma AJCC v7|Stage IIIB Breast Cancer AJCC v7|Stage IIIB Colorectal Cancer AJCC v7|Stage IIIB Cutaneous Melanoma AJCC v7|Stage IIIC Breast Cancer AJCC v7|Stage IIIC Colorectal Cancer AJCC v7|Stage IIIC Cutaneous Melanoma AJCC v7|Stage IV Breast Cancer AJCC v6 and v7|Stage IV Colorectal Cancer AJCC v7|Stage IV Cutaneous Melanoma AJCC v6 and v7|Stage IV Lung Cancer AJCC v7|Stage IV Pancreatic Cancer AJCC v6 and v7|Stage IV Prostate Cancer AJCC v7|Stage IV Renal Cell Cancer AJCC v7|Stage IV Soft Tissue Sarcoma AJCC v7|Stage IVA Colorectal Cancer AJCC v7|Stage IVB Colorectal Cancer AJCC v7|Unresectable Solid Neoplasm,Romidepsin,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,PHASE1,urinary_system_disease
6353,"Renal Insufficiency, Chronic",Bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,PHASE2,urinary_system_disease
6354,Chronic Kidney Disease|Proteinuria|Blood Pressure,Sitaxentan,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,PHASE2,urinary_system_disease
6355,Renal Function,Ulipristal,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,PHASE1,urinary_system_disease
6356,Growth Hormone Disorder|Adult Growth Hormone Deficiency|Growth Hormone Deficiency in Children,Somapacitan,C(CCCCCCCC1=NNN=N1)CCCCCCCC(=O)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)NC(CCC(=O)NC(CCC(=O)NCCOCCOCC(=O)NC(CCCCNC(=O)CSCC(C(=O)O)N)C(=O)N)C(=O)O)C(=O)O,PHASE1,urinary_system_disease
6357,Bladder Carcinoma|Refractory Bladder Carcinoma|Urinary Tract Infection,Clindamycin,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,APPROVED,urinary_system_disease
6358,Acute Pyelonephritis,Omadacycline,CC(C)(C)CNCC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,PHASE2,urinary_system_disease
6360,Patients With Severe Chronic Kidney Disease Being Evaluated With Nuclear Stress Testing of the Heart Using the Stress Agent Regadenoson,Aminophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,APPROVED,urinary_system_disease
6361,Kidney Cancer|Renal Cancer|Renal Neoplasm,Hydromorphone,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,PHASE2,urinary_system_disease
6362,Renal Impairment|Renal Disease,Venetoclax,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C,PHASE1,urinary_system_disease
6363,Breast Cancer|Breast Neoplasms|Colon Cancer|Colonic Cancer|Colon Neoplasms|Lung Cancer|Melanoma|Kidney Cancer,Dacarbazine,CN(C)N=NC1=C(NC=N1)C(=O)N,PHASE1,urinary_system_disease
6365,Metastatic Renal Cell Carcinoma,Enzastaurin,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,PHASE2,urinary_system_disease
6366,End Stage Renal Disease,Mupirocin,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,APPROVED,urinary_system_disease
6367,Advanced Malignant Solid Neoplasm|Clinical Stage III Cutaneous Melanoma AJCC v8|Clinical Stage IV Cutaneous Melanoma AJCC v8|Fallopian Tube Carcinoma|Metastatic Lung Non-Small Cell Carcinoma|Metastatic Malignant Solid Neoplasm|Metastatic Melanoma|Metastatic Renal Cell Carcinoma|Ovarian Carcinoma|Pathologic Stage III Cutaneous Melanoma AJCC v8|Pathologic Stage IIIA Cutaneous Melanoma AJCC v8|Pathologic Stage IIIB Cutaneous Melanoma AJCC v8|Pathologic Stage IIIC Cutaneous Melanoma AJCC v8|Pathologic Stage IIID Cutaneous Melanoma AJCC v8|Pathologic Stage IV Cutaneous Melanoma AJCC v8|Primary Peritoneal Carcinoma|Stage III Lung Cancer AJCC v8|Stage III Renal Cell Cancer AJCC v8|Stage IIIA Lung Cancer AJCC v8|Stage IIIB Lung Cancer AJCC v8|Stage IIIC Lung Cancer AJCC v8|Stage IV Lung Cancer AJCC v8|Stage IV Renal Cell Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8|Triple-Negative Breast Carcinoma|Unresectable Lung Non-Small Cell Carcinoma|Unresectable Melanoma|Unresectable Renal Cell Carcinoma,Selinexor,C1=CN=C(C=N1)NNC(=O)C=CN2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,PHASE1,urinary_system_disease
6368,"Kidney Stone|Pain, Postoperative|Addiction|Opioid Use",Pregabalin,CC(C)CC(CC(=O)O)CN,PHASE2|PHASE3,urinary_system_disease
6369,Renal Impairment|End-stage Renal Disease,Simeprevir,CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC,PHASE2,urinary_system_disease
6370,Renal Impairment|End-stage Renal Disease,Daclatasvir,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,PHASE2,urinary_system_disease
6372,Lupus Nephritis,Zanubrutinib,C=CC(=O)N1CCC(CC1)C2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N,PHASE2,urinary_system_disease
6375,Chronic Renal Insufficiency|Type 2 Diabetes Mellitus,Omarigliptin,CS(=O)(=O)N1C=C2CN(CC2=N1)C3CC(C(OC3)C4=C(C=CC(=C4)F)F)N,PHASE1,urinary_system_disease
6376,Congenital Heart Defects,Milrinone,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,PHASE2,urinary_system_disease
6377,Renal Impairment|Heart Failure,Torasemide,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,PHASE1,urinary_system_disease
6378,Renal Impairment|Heart Failure,Torsemide,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,PHASE1,urinary_system_disease
6379,Nephrotic Syndrome|Thromboembolic Disease,Dalteparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,PHASE1|PHASE2,urinary_system_disease
6380,"Kidney Failure, Chronic|Renal Disease, End-Stage",Argatroban,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,APPROVED,urinary_system_disease
6382,Metastatic Renal Cell Cancer|Stage IV Renal Cell Cancer,Ibrutinib,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,PHASE1|PHASE2,urinary_system_disease
6383,Clear Cell Renal Cell Carcinoma|Metastatic Kidney Carcinoma|Stage III Renal Cell Cancer AJCC v7|Stage IV Renal Cell Cancer AJCC v7,Fludeoxyglucose,C(C(C(C(C(C=O)F)O)O)O)O,PHASE1|PHASE2,urinary_system_disease
6384,Hemodialysis-Induced Symptom|Mitochondrial Diseases,Icatibant,C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O,PHASE2,urinary_system_disease
6385,"Cirrhosis, Liver|End Stage Liver DIsease|Acute Kidney Injury|Liver Transplant; Complications",Norepinephrine,C1=CC(=C(C=C1C(CN)O)O)O,APPROVED,urinary_system_disease
6386,Cough|Endometriosis|Overactive Bladder,Moxifloxacin,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,PHASE1,urinary_system_disease
6387,Renal Impairment|Healthy,Sotagliflozin,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)SC)O)O)O)Cl,PHASE1,urinary_system_disease
6389,Advanced Bladder Carcinoma|Advanced Lung Non-Small Cell Carcinoma|Advanced Malignant Solid Neoplasm|Advanced Melanoma|Advanced Merkel Cell Carcinoma|Advanced Renal Cell Carcinoma|Clinical Stage III Cutaneous Melanoma AJCC v8|Clinical Stage III Merkel Cell Carcinoma AJCC v8|Clinical Stage IV Cutaneous Melanoma AJCC v8|Clinical Stage IV Merkel Cell Carcinoma AJCC v8|Pathologic Stage III Cutaneous Melanoma AJCC v8|Pathologic Stage III Merkel Cell Carcinoma AJCC v8|Pathologic Stage IIIA Cutaneous Melanoma AJCC v8|Pathologic Stage IIIA Merkel Cell Carcinoma AJCC v8|Pathologic Stage IIIB Cutaneous Melanoma AJCC v8|Pathologic Stage IIIB Merkel Cell Carcinoma AJCC v8|Pathologic Stage IIIC Cutaneous Melanoma AJCC v8|Pathologic Stage IIID Cutaneous Melanoma AJCC v8|Pathologic Stage IV Cutaneous Melanoma AJCC v8|Pathologic Stage IV Merkel Cell Carcinoma AJCC v8|Stage III Bladder Cancer AJCC v8|Stage III Lung Cancer AJCC v8|Stage III Renal Cell Cancer AJCC v8|Stage IIIA Bladder Cancer AJCC v8|Stage IIIA Lung Cancer AJCC v8|Stage IIIB Bladder Cancer AJCC v8|Stage IIIB Lung Cancer AJCC v8|Stage IIIC Lung Cancer AJCC v8|Stage IV Bladder Cancer AJCC v8|Stage IV Lung Cancer AJCC v8|Stage IV Renal Cell Cancer AJCC v8|Stage IVA Bladder Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Bladder Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8,Plinabulin,CC(C)(C)C1=C(N=CN1)C=C2C(=O)NC(=CC3=CC=CC=C3)C(=O)N2,PHASE1|PHASE2,urinary_system_disease
6390,Cannabis|Chronic Kidney Diseases|Dialysis,Dronabinol,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,PHASE1,urinary_system_disease
6391,Myelofibrosis,Pacritinib,C1CCN(C1)CCOC2=C3COCC=CCOCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2,PHASE1,urinary_system_disease
6393,Recurrent Solid Tumor|Recurrent Ewing Sarcoma|Recurrent Hepatoblastoma|Recurrent Malignant Germ Cell Tumor|Recurrent Malignant Solid Neoplasm|Recurrent Neuroblastoma|Recurrent Osteosarcoma|Recurrent Peripheral Primitive Neuroectodermal Tumor|Recurrent Rhabdoid Tumor|Recurrent Rhabdomyosarcoma|Recurrent Soft Tissue Sarcoma|Recurrent Wilms Tumor|Refractory Ewing Sarcoma|Refractory Hepatoblastoma|Refractory Malignant Germ Cell Tumor|Refractory Malignant Solid Neoplasm|Refractory Neuroblastoma|Refractory Osteosarcoma|Refractory Peripheral Primitive Neuroectodermal Tumor|Refractory Rhabdoid Tumor|Refractory Rhabdomyosarcoma|Refractory Soft Tissue Sarcoma,Talazoparib,CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,PHASE1|PHASE2,urinary_system_disease
6394,Complicated Urinary Tract Infection,Cilastatin,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C,PHASE2,urinary_system_disease
6395,Hepatitis C,Asunaprevir,CC(C)(C)C(C(=O)N1CC(CC1C(=O)NC2(CC2C=C)C(=O)NS(=O)(=O)C3CC3)OC4=NC=C(C5=C4C=C(C=C5)Cl)OC)NC(=O)OC(C)(C)C,APPROVED,urinary_system_disease
6396,End-stage Renal Disease|Cardiovascular Disease,Ranolazine,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,APPROVED,urinary_system_disease
6397,Ischemia-Reperfusion Injury|Kidney Diseases,Reparixin,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NS(=O)(=O)C,PHASE2,urinary_system_disease
6398,Cardiorenal Syndrome,Dobutamine,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,PHASE2,urinary_system_disease
6399,Renal Impairment|Healthy,Rivipansel,CC1C(C(C(C(O1)OC2C(CC(CC2OC3C(C(C(C(O3)CO)O)OC(CC4CCCCC4)C(=O)O)OC(=O)C5=CC=CC=C5)C(=O)NCCNC(=O)COCCOCC(=O)NC6=C7C(=CC(=C6)S(=O)(=O)O)C=C(C=C7S(=O)(=O)O)S(=O)(=O)O)NC(=O)C8=CC(=O)NC(=O)N8)O)O)O,PHASE1,urinary_system_disease
6400,"Glomerulosclerosis, Focal Segmental",Losmapimod,CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=NC=C(C=C3)C(=O)NCC(C)(C)C,PHASE2,urinary_system_disease
6401,Urinary Tract Infections,Cefotaxime,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,APPROVED,urinary_system_disease
6402,"COVID-19|Renal Insufficiency, Chronic",Nirmatrelvir,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,APPROVED,urinary_system_disease
6404,Acute Decompensated Heart Failure,Dopamine,C1=CC(=C(C=C1CCN)O)O,APPROVED,urinary_system_disease
6406,Diabetic Nephropathies,Moxonidine,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,APPROVED,urinary_system_disease
6407,Autosomal Dominant Polycystic Kidney Disease,Lixivaptan,CC1=C(C=C(C=C1)F)C(=O)NC2=CC(=C(C=C2)C(=O)N3CC4=CC=CN4CC5=CC=CC=C53)Cl,PHASE2,urinary_system_disease
6408,Amyotrophic Lateral Sclerosis|Renal Insufficiency,Dexpramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,PHASE1,urinary_system_disease
6409,Amyotrophic Lateral Sclerosis|Renal Insufficiency,Pramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,PHASE1,urinary_system_disease
6410,Overactive Bladder|Detrusor Overactivity,Vardenafil,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,PHASE2,urinary_system_disease
6411,"Renal Dialysis|Renal Failure, Chronic",Tobramycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,PHASE1,urinary_system_disease
6412,Urinary Tract Infections|Pyelonephritis,Relebactam,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)NC3CCNCC3,PHASE2,urinary_system_disease
6413,"Renal Insufficiency, Chronic|Coronary Angiography|Angioplasty, Transluminal, Percutaneous Coronary",Iloprost,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,PHASE2|PHASE3,urinary_system_disease
6414,Diabetic Nephropathies,Levocetirizine,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,PHASE2,urinary_system_disease
6415,Type 2 Diabetes Mellitus|Hypertension,Fluvastatin,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,APPROVED,urinary_system_disease
6416,Fanconi Anemia,Oxandrolone,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C,PHASE1,urinary_system_disease
6418,"Bladder Cancer|Brain and Central Nervous System Tumors|Carcinoma of Unknown Primary|Extragonadal Germ Cell Tumor|Head and Neck Cancer|Kidney Cancer|Lung Cancer|Ovarian Cancer|Sarcoma|Testicular Germ Cell Tumor|Unspecified Adult Solid Tumor, Protocol Specific",Amifostine,C(CN)CNCCSP(=O)(O)O,PHASE2,urinary_system_disease
6419,Kidney Injury|Proteinuria|Hypertension,Isosorbide,C1C(C2C(O1)C(CO2)O)O,PHASE2,urinary_system_disease
6420,Locally Advanced Papillary Renal Cell Carcinoma|Metastatic Papillary Renal Cell Carcinoma|Stage III Renal Cell Cancer AJCC v7|Stage IV Renal Cell Cancer AJCC v7|Type 1 Papillary Renal Cell Carcinoma|Type 2 Papillary Renal Cell Carcinoma|Unresectable Renal Cell Carcinoma,Savolitinib,CC(C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C,PHASE2,urinary_system_disease
6421,Secondary Hypogonadism,Enclomiphene,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,PHASE1,urinary_system_disease
6422,Gout|Hyperuricemia|Arthritis|Joint Disease|Renal Insufficiency,Ulodesine,C1C(C(CN1CC2=CNC3=C2N=CNC3=O)O)CO,PHASE2,urinary_system_disease
6423,Diabetic Nephropathy,Sarpogrelate,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O,APPROVED,urinary_system_disease
6424,Lupus Membranous Nephropathy,Filgotinib,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,PHASE2,urinary_system_disease
6425,Vomiting,Casopitant,CC1=C(C=CC(=C1)F)C2CC(CCN2C(=O)N(C)C(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C(=O)C,PHASE1,urinary_system_disease
6426,Locally Advanced Bladder Urothelial Carcinoma|Metastatic Transitional Cell Carcinoma|Metastatic Urothelial Carcinoma|Recurrent Bladder Carcinoma|Stage III Bladder Urothelial Carcinoma AJCC v6 and v7|Stage IV Bladder Urothelial Carcinoma AJCC v7,Sapanisertib,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N,PHASE2,urinary_system_disease
6427,Renal Impairment,Elinogrel,CNC1=C(C=C2C(=C1)NC(=O)N(C2=O)C3=CC=C(C=C3)NC(=O)NS(=O)(=O)C4=CC=C(S4)Cl)F,PHASE1,urinary_system_disease
6429,Benign Prostatic Hyperplasia,Doxazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,PHASE2,urinary_system_disease
6430,Overactive Bladder Associated With HTLV-1,Propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,PHASE1,urinary_system_disease
6431,"Interstitial Fibrosis|Kidney Transplant; Complications|Kidney Transplant Rejection|Kidney Transplant Failure and Rejection|Kidney Transplant Failure|Kidney Failure, Chronic|Graft Rejection",Fingolimod,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,PHASE2,urinary_system_disease
6432,"Kidney Failure, Acute",Ambrisentan,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,PHASE2,urinary_system_disease
6433,Gout|Chronic Kidney Disease (CKD),Lesinurad,C1CC1C2=CC=C(C3=CC=CC=C23)N4C(=NN=C4Br)SCC(=O)O,APPROVED,urinary_system_disease
6435,Infectious Disease,Omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,PHASE1,urinary_system_disease
6436,Bladder Cancer Stage IV,Tucidinostat,C1=CC(=CN=C1)C=CC(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,PHASE2,urinary_system_disease
6437,Type 2 Diabetes Mellitus,Ipragliflozin,C1=CC=C2C(=C1)C=C(S2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)F,APPROVED,urinary_system_disease
6438,End Stage Renal Disease,Escitalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,PHASE2,urinary_system_disease
6439,IGA Nephropathy,Budesonide,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,PHASE2,urinary_system_disease
6440,Urinary Tract Infections,Pivmecillinam,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,APPROVED,urinary_system_disease
6442,Hypertension|Renal Insufficiency,Indapamide,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,APPROVED,urinary_system_disease
6443,Cystinuria,Tiopronin,CC(C(=O)NCC(=O)O)S,APPROVED,urinary_system_disease
6444,Chronic Kidney Disease,Runcaciguat,CC(C(C1=CC=C(C=C1)Cl)C(=O)NC2=C(C=CC(=C2)C(CC(=O)O)C3CC3)Cl)C(F)(F)F,PHASE1,urinary_system_disease
6445,Sickle Cell Disease|Sickle Cell Nephropathy,Voxelotor,CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O,PHASE1|PHASE2,urinary_system_disease
6446,Complicated Urinary Tract Infection|Infection|Pediatric Infectious Disease,Penicillin G,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,APPROVED,urinary_system_disease
6447,Complicated Urinary Tract Infection|Infection|Pediatric Infectious Disease,Benzylpenicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,APPROVED,urinary_system_disease
6448,Relapsed/Refractory Solid Tumors/Hematological Malignancies,Belinostat,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,PHASE1,urinary_system_disease
6449,Schistosomiasis Haematobia,Artesunate,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,PHASE2,urinary_system_disease
6450,Schistosomiasis Haematobia,Pyronaridine,COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C(=C4)CN5CCCC5)O)CN6CCCC6,PHASE2,urinary_system_disease
6451,Schistosomiasis Haematobia,Artemether,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,PHASE2,urinary_system_disease
6452,Schistosomiasis Haematobia,Lumefantrine,CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O,PHASE2,urinary_system_disease
6453,Schistosomiasis Haematobia,Artefenomel,C1CC2(CCC1C3=CC=C(C=C3)OCCN4CCOCC4)OC5(C6CC7CC(C6)CC5C7)OO2,PHASE2,urinary_system_disease
6454,Renal Cell Carcinoma,Decitabine,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,PHASE2,urinary_system_disease
6455,Focal Glomerulosclerosis,Rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,PHASE1,urinary_system_disease
6459,Chemotherapy-induced Nausea and Vomiting,Fosaprepitant,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F,PHASE2,urinary_system_disease
6460,Diabetic Nephropathy,Bindarit,CC(C)(C(=O)O)OCC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,PHASE2,urinary_system_disease
6461,Multiple Myeloma|Renal Impairment,Dextromethorphan,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,PHASE1,urinary_system_disease
6462,Parkinson Disease,Preladenant,COCCOC1=CC=C(C=C1)N2CCN(CC2)CCN3C4=C(C=N3)C5=NC(=NN5C(=N4)N)C6=CC=CO6,PHASE1,urinary_system_disease
6464,Healthy|Renal Impairment,Quinine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,PHASE1,urinary_system_disease
